mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.73,"19 km S of Trona, CA",1722546085700,1722621098944,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40858072,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40858072&format=geojson,,,,,reviewed,0,46,ci,40858072,",ci40858072,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.04914,0.14,75.0,ml,earthquake,"M 1.7 - 19 km S of Trona, CA"
1.34,"1 km SE of New Hope, Oregon",1722545899810,1722623777440,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62031006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62031006&format=geojson,,,,,reviewed,0,28,uw,62031006,",uw62031006,",",uw,",",origin,phase-data,",8.0,0.1546,0.08,117.0,ml,explosion,"M 1.3 Explosion - 1 km SE of New Hope, Oregon"
2.17,"17 km W of Searles Valley, CA",1722545641500,1722621122465,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40858064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40858064&format=geojson,,,,,reviewed,0,72,ci,40858064,",ci40858064,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.1328,0.14,63.0,ml,earthquake,"M 2.2 - 17 km W of Searles Valley, CA"
1.85000002,"3 km SSW of Pāhala, Hawaii",1722545640190,1722545733220,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74378981,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74378981&format=geojson,,,,,automatic,0,53,hv,74378981,",hv74378981,",",hv,",",origin,phase-data,",22.0,0.02901,0.150000006,141.0,md,earthquake,"M 1.9 - 3 km SSW of Pāhala, Hawaii"
-0.3,"49 km ESE of Beatty, Nevada",1722545573481,1722552789270,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00881798,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00881798&format=geojson,,,,,reviewed,0,0,nn,00881798,",nn00881798,",",nn,",",origin,phase-data,",10.0,0.054,0.0654,151.06,ml,earthquake,"M -0.3 - 49 km ESE of Beatty, Nevada"
4.4,"59 km ESE of Sarangani, Philippines",1722545268058,1724424997040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nhg8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nhg8&format=geojson,,,,,reviewed,0,298,us,6000nhg8,",us6000nhg8,",",us,",",origin,phase-data,",43.0,1.937,0.63,109.0,mb,earthquake,"M 4.4 - 59 km ESE of Sarangani, Philippines"
1.03,"10 km SE of Katie, Oklahoma",1722545203659,1722607626433,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024path,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024path&format=geojson,,,,,reviewed,0,16,ok,2024path,",ok2024path,",",ok,",",origin,phase-data,",38.0,0.0863830487,0.47,75.0,ml,quarry blast,"M 1.0 Quarry Blast - 10 km SE of Katie, Oklahoma"
4.0,"55 km SW of Nikolski, Alaska",1722545128215,1724344181040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000n7yr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n7yr&format=geojson,,,,,reviewed,0,246,us,7000n7yr,",us7000n7yr,",",us,",",origin,phase-data,",38.0,0.298,0.51,140.0,mb,earthquake,"M 4.0 - 55 km SW of Nikolski, Alaska"
0.83,"14 km NE of Milford, Utah",1722545001310,1722549901060,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80077276,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80077276&format=geojson,,,,,reviewed,0,11,uu,80077276,",uu80077276,",",uu,",",origin,phase-data,",13.0,0.01221,0.12,78.0,md,earthquake,"M 0.8 - 14 km NE of Milford, Utah"
1.33,"10 km E of Toms Place, CA",1722544906110,1724104764525,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75042397,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75042397&format=geojson,,,,,reviewed,0,27,nc,75042397,",nc75042397,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.1074,0.04,96.0,md,earthquake,"M 1.3 - 10 km E of Toms Place, CA"
4.2,"29 km NNW of Piti Village, Guam",1722544799885,1724343418040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000n7yq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n7yq&format=geojson,,,,,reviewed,0,271,us,7000n7yq,",us7000n7yq,",",us,",",origin,phase-data,",25.0,0.321,0.43,80.0,mb,earthquake,"M 4.2 - 29 km NNW of Piti Village, Guam"
0.9,"14 km NE of Milford, Utah",1722544338350,1722548595480,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80077266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80077266&format=geojson,,,,,reviewed,0,12,uu,80077266,",uu80077266,",",uu,",",origin,phase-data,",15.0,0.01043,0.13,53.0,md,earthquake,"M 0.9 - 14 km NE of Milford, Utah"
0.01,"15 km NE of Milford, Utah",1722544311260,1722549243350,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80077261,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80077261&format=geojson,,,,,reviewed,0,0,uu,80077261,",uu80077261,",",uu,",",origin,phase-data,",11.0,0.007716,0.14,102.0,md,earthquake,"M 0.0 - 15 km NE of Milford, Utah"
1.39,"4 km ENE of Rancho San Diego, CA",1722544231750,1722544713634,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40857960,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40857960&format=geojson,,,,,automatic,0,30,ci,40857960,",ci40857960,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.04854,0.2,65.0,ml,earthquake,"M 1.4 - 4 km ENE of Rancho San Diego, CA"
-0.27,"14 km NE of Milford, Utah",1722544224940,1722549071360,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80077256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80077256&format=geojson,,,,,reviewed,0,0,uu,80077256,",uu80077256,",",uu,",",origin,phase-data,",11.0,0.01316,0.07,105.0,md,earthquake,"M -0.3 - 14 km NE of Milford, Utah"
1.1,"22 km WNW of Ninilchik, Alaska",1722544145425,1722544403515,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u93629,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u93629&format=geojson,,,,,automatic,0,19,ak,0249u93629,",ak0249u93629,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.1 - 22 km WNW of Ninilchik, Alaska"
0.96,"7 km SSE of Littlerock, CA",1722544112320,1722545790600,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40857944,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40857944&format=geojson,,,,,reviewed,0,14,ci,40857944,",ci40857944,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01646,0.05,76.0,ml,earthquake,"M 1.0 - 7 km SSE of Littlerock, CA"
0.88,"8 km NNW of The Geysers, CA",1722543743910,1722546566357,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75042392,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75042392&format=geojson,,,,,automatic,0,12,nc,75042392,",nc75042392,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.005456,0.01,75.0,md,earthquake,"M 0.9 - 8 km NNW of The Geysers, CA"
0.9,"68 km NNW of Karluk, Alaska",1722543324047,1722543408675,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u907dg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u907dg&format=geojson,,,,,automatic,0,12,ak,0249u907dg,",ak0249u907dg,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 0.9 - 68 km NNW of Karluk, Alaska"
1.1,"9 km ESE of Katie, Oklahoma",1722543205550,1722616958915,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024pase,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024pase&format=geojson,,,,,reviewed,0,19,ok,2024pase,",ok2024pase,",",ok,",",origin,phase-data,",16.0,0.09538128294,0.38,73.0,ml,quarry blast,"M 1.1 Quarry Blast - 9 km ESE of Katie, Oklahoma"
1.03,"13 km SE of Tehachapi, CA",1722543156880,1722543940141,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40857880,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40857880&format=geojson,,,,,automatic,0,16,ci,40857880,",ci40857880,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.06721,0.17,36.0,ml,earthquake,"M 1.0 - 13 km SE of Tehachapi, CA"
0.7,"7 km S of Idyllwild, CA",1722543105820,1722546150822,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40857872,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40857872&format=geojson,,,,,reviewed,0,8,ci,40857872,",ci40857872,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.03512,0.12,59.0,ml,earthquake,"M 0.7 - 7 km S of Idyllwild, CA"
1.16,"7 km S of Foster, Oklahoma",1722543045310,1722616572117,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024pasc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024pasc&format=geojson,,,,,reviewed,0,21,ok,2024pasc,",ok2024pasc,",",ok,",",origin,phase-data,",30.0,0.09898057663,0.72,85.0,ml,quarry blast,"M 1.2 Quarry Blast - 7 km S of Foster, Oklahoma"
1.25,"8 km S of Idyllwild, CA",1722542690450,1722621150050,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40857832,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40857832&format=geojson,,,,,reviewed,0,24,ci,40857832,",ci40857832,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",53.0,0.03959,0.14,43.0,ml,earthquake,"M 1.3 - 8 km S of Idyllwild, CA"
1.2,"28 km W of Minto, Alaska",1722542451889,1722542552641,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u8x1s4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u8x1s4&format=geojson,,,,,automatic,0,22,ak,0249u8x1s4,",ak0249u8x1s4,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.2 - 28 km W of Minto, Alaska"
0.8,"4 km SSW of Patton Village, California",1722542108825,1722552053050,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00881797,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00881797&format=geojson,,,,,reviewed,0,10,nn,00881797,",nn00881797,",",nn,",",origin,phase-data,",3.0,0.279,0.0096,226.02000000000004,ml,earthquake,"M 0.8 - 4 km SSW of Patton Village, California"
1.58,"11 km NE of Talmage, CA",1722541927140,1724104703484,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75042377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75042377&format=geojson,,,,,reviewed,0,38,nc,75042377,",nc75042377,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.08434,0.07,43.0,md,earthquake,"M 1.6 - 11 km NE of Talmage, CA"
0.8,"27 km NNW of Willow, Alaska",1722541625519,1722541721254,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u8ll93,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u8ll93&format=geojson,,,,,automatic,0,10,ak,0249u8ll93,",ak0249u8ll93,",",ak,",",origin,phase-data,",,,0.19,,ml,earthquake,"M 0.8 - 27 km NNW of Willow, Alaska"
1.6,"9 km S of Carter Springs, Nevada",1722541465851,1722551868708,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00881796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00881796&format=geojson,,,,,reviewed,0,39,nn,00881796,",nn00881796,",",nn,",",origin,phase-data,",10.0,0.105,0.107,121.19999999999999,ml,earthquake,"M 1.6 - 9 km S of Carter Springs, Nevada"
1.18,"9 km ENE of Abbotsford, Canada",1722541403630,1723784112000,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62031001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62031001&format=geojson,,,,,reviewed,0,21,uw,62031001,",uw62031001,",",uw,",",origin,phase-data,",5.0,0.07128,0.18,306.0,ml,explosion,"M 1.2 Explosion - 9 km ENE of Abbotsford, Canada"
5.1,"2 km S of Bocchigliero, Italy",1722541400688,1724424735143,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nhfg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nhfg&format=geojson,26.0,5.8,,,reviewed,0,415,us,6000nhfg,",us6000nhfg,usauto6000nhfg,",",us,usauto,",",dyfi,internal-moment-tensor,moment-tensor,origin,phase-data,",115.0,0.935,0.9,30.0,mww,earthquake,"M 5.1 - 2 km S of Bocchigliero, Italy"
0.9,"10 km N of Susitna North, Alaska",1722540977897,1722541137997,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u8j9bx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u8j9bx&format=geojson,,,,,automatic,0,12,ak,0249u8j9bx,",ak0249u8j9bx,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 0.9 - 10 km N of Susitna North, Alaska"
1.7,"11 km NE of Talmage, CA",1722540879350,1724104700438,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75042352,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75042352&format=geojson,,,,,reviewed,0,44,nc,75042352,",nc75042352,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.08462,0.08,43.0,md,earthquake,"M 1.7 - 11 km NE of Talmage, CA"
1.5,"45 km SW of Alcan Border, Alaska",1722540624834,1722540757665,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u8hzkj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u8hzkj&format=geojson,,,,,automatic,0,35,ak,0249u8hzkj,",ak0249u8hzkj,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.5 - 45 km SW of Alcan Border, Alaska"
0.9,"14 km NE of Milford, Utah",1722540421980,1722541710350,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80077251,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80077251&format=geojson,,,,,reviewed,0,12,uu,80077251,",uu80077251,",",uu,",",origin,phase-data,",12.0,0.005997,0.09,81.0,md,earthquake,"M 0.9 - 14 km NE of Milford, Utah"
0.35,"14 km NE of Milford, Utah",1722540405590,1722541411120,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80077246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80077246&format=geojson,,,,,reviewed,0,2,uu,80077246,",uu80077246,",",uu,",",origin,phase-data,",11.0,0.007584,0.08,80.0,md,earthquake,"M 0.4 - 14 km NE of Milford, Utah"
1.8,"150 km SSE of Sand Point, Alaska",1722540337601,1722553067372,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u8gzkg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u8gzkg&format=geojson,,,,,reviewed,0,50,ak,0249u8gzkg,",ak0249u8gzkg,",",ak,",",origin,phase-data,",,,1.02,,ml,earthquake,"M 1.8 - 150 km SSE of Sand Point, Alaska"
4.6,"3 km WSW of Santiago Laxopa, Mexico",1722539941526,1724423746923,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nhf7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nhf7&format=geojson,6.0,5.5,,,reviewed,0,329,us,6000nhf7,",us6000nhf7,",",us,",",dyfi,origin,phase-data,",47.0,2.151,0.82,121.0,mb,earthquake,"M 4.6 - 3 km WSW of Santiago Laxopa, Mexico"
4.5,"69 km WNW of Yomitan, Japan",1722539789463,1724424384040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nhfa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nhfa&format=geojson,,,,,reviewed,0,312,us,6000nhfa,",us6000nhfa,",",us,",",origin,phase-data,",46.0,3.365,0.89,117.0,mb,earthquake,"M 4.5 - 69 km WNW of Yomitan, Japan"
1.62,"4 km E of Butte, Montana",1722539740590,1722604675420,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90058458,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90058458&format=geojson,,,,,reviewed,0,40,mb,90058458,",mb90058458,",",mb,",",origin,phase-data,",11.0,0.05935,0.1,80.0,ml,quarry blast,"M 1.6 Quarry Blast - 4 km E of Butte, Montana"
0.9,"4 km WSW of Big Lake, Washington",1722539583660,1722623143920,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62030991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62030991&format=geojson,,,,,reviewed,0,12,uw,62030991,",uw62030991,",",uw,",",origin,phase-data,",7.0,0.0437,0.15,101.0,ml,explosion,"M 0.9 Explosion - 4 km WSW of Big Lake, Washington"
1.09,"6 km WNW of Cobb, CA",1722539189380,1722544764272,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75042347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75042347&format=geojson,,,,,automatic,0,18,nc,75042347,",nc75042347,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.006142,0.01,52.0,md,earthquake,"M 1.1 - 6 km WNW of Cobb, CA"
1.1500000000000001,"4 km ESE of Sherwood, Oregon",1722539168520,1722539908990,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62030986,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62030986&format=geojson,,,,,reviewed,0,20,uw,62030986,",uw62030986,",",uw,",",origin,phase-data,",7.0,0.1258,0.38,128.0,md,explosion,"M 1.2 Explosion - 4 km ESE of Sherwood, Oregon"
0.6,"15 km SW of Indian Springs, Nevada",1722538497650,1722540677799,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00881779,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00881779&format=geojson,,,,,reviewed,0,6,nn,00881779,",nn00881779,",",nn,",",origin,phase-data,",13.0,0.261,0.0906,284.9200000000001,ml,earthquake,"M 0.6 - 15 km SW of Indian Springs, Nevada"
1.31,"7 km SSW of Mojave, CA",1722538214950,1722549044819,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40857560,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40857560&format=geojson,,,,,reviewed,0,26,ci,40857560,",ci40857560,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.1167,0.19,57.0,ml,quarry blast,"M 1.3 Quarry Blast - 7 km SSW of Mojave, CA"
1.62,"14 km WSW of Toms Place, CA",1722537938440,1724104724378,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75042342,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75042342&format=geojson,,,,,reviewed,0,40,nc,75042342,",nc75042342,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.08901,0.02,173.0,md,earthquake,"M 1.6 - 14 km WSW of Toms Place, CA"
0.88,"13 km NE of Milford, Utah",1722537553730,1722538369870,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80077236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80077236&format=geojson,,,,,reviewed,0,12,uu,80077236,",uu80077236,",",uu,",",origin,phase-data,",13.0,0.006047,0.12,85.0,md,earthquake,"M 0.9 - 13 km NE of Milford, Utah"
0.78,"12 km WSW of Searles Valley, CA",1722537482380,1722540837263,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40857520,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40857520&format=geojson,,,,,reviewed,0,9,ci,40857520,",ci40857520,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.08409,0.13,77.0,ml,earthquake,"M 0.8 - 12 km WSW of Searles Valley, CA"
0.68,"23 km SW of Ocotillo Wells, CA",1722537355760,1722543924304,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40857496,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40857496&format=geojson,,,,,reviewed,0,7,ci,40857496,",ci40857496,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.03274,0.12,67.0,ml,earthquake,"M 0.7 - 23 km SW of Ocotillo Wells, CA"
1.9,"28 km NE of Mentone, Texas",1722537210456,1722621094383,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024paoy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024paoy&format=geojson,,,,,reviewed,0,56,tx,2024paoy,",tx2024paoy,",",tx,",",origin,phase-data,",18.0,0.0,0.2,82.0,ml,earthquake,"M 1.9 - 28 km NE of Mentone, Texas"
0.09,"37 km NNE of Amboy, Washington",1722537034950,1722539768130,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62030971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62030971&format=geojson,,,,,reviewed,0,0,uw,62030971,",uw62030971,",",uw,",",origin,phase-data,",8.0,0.0006825,0.17,97.0,ml,earthquake,"M 0.1 - 37 km NNE of Amboy, Washington"
0.38,"6 km NW of The Geysers, CA",1722536825520,1724104868934,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75042337,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75042337&format=geojson,,,,,reviewed,0,2,nc,75042337,",nc75042337,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.009525,0.03,141.0,md,earthquake,"M 0.4 - 6 km NW of The Geysers, CA"
1.09,"10 km SSE of Willits, CA",1722536625990,1724104697444,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75042332,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75042332&format=geojson,,,,,reviewed,0,18,nc,75042332,",nc75042332,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.114,0.13,79.0,md,quarry blast,"M 1.1 Quarry Blast - 10 km SSE of Willits, CA"
1.9,"17 km NE of Hermleigh, Texas",1722536011516,1722629901558,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024paog,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024paog&format=geojson,,,,,reviewed,0,56,tx,2024paog,",tx2024paog,",",tx,",",origin,phase-data,",12.0,0.1,0.1,53.0,ml,earthquake,"M 1.9 - 17 km NE of Hermleigh, Texas"
0.79,"14 km E of Seven Trees, CA",1722535999280,1724104761559,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75042327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75042327&format=geojson,,,,,reviewed,0,10,nc,75042327,",nc75042327,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.04475,0.06,110.0,md,earthquake,"M 0.8 - 14 km E of Seven Trees, CA"
0.07,"14 km NE of Milford, Utah",1722535693520,1722537080880,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80077231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80077231&format=geojson,,,,,reviewed,0,0,uu,80077231,",uu80077231,",",uu,",",origin,phase-data,",11.0,0.01271,0.07,104.0,md,earthquake,"M 0.1 - 14 km NE of Milford, Utah"
1.8,"142 km SSE of Sand Point, Alaska",1722535677726,1722552503135,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u7rt9u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u7rt9u&format=geojson,,,,,reviewed,0,50,ak,0249u7rt9u,",ak0249u7rt9u,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.8 - 142 km SSE of Sand Point, Alaska"
1.0,"25 km N of Atka, Alaska",1722535641260,1722571966870,,https://earthquake.usgs.gov/earthquakes/eventpage/av93217991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93217991&format=geojson,,,,,reviewed,0,15,av,93217991,",av93217991,",",av,",",origin,phase-data,",7.0,0.03764,0.27,269.0,ml,earthquake,"M 1.0 - 25 km N of Atka, Alaska"
2.8,"44 km S of False Pass, Alaska",1722535527003,1724425150040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nhhu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nhhu&format=geojson,,,,,reviewed,0,121,us,6000nhhu,",av93217981,us6000nhhu,",",av,us,",",origin,phase-data,",25.0,0.256,0.35,189.0,ml,earthquake,"M 2.8 - 44 km S of False Pass, Alaska"
2.1,"28 km NNE of Paxson, Alaska",1722535187677,1722535307927,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u7hdvz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u7hdvz&format=geojson,,,,,automatic,0,68,ak,0249u7hdvz,",ak0249u7hdvz,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 2.1 - 28 km NNE of Paxson, Alaska"
4.2,"58 km WNW of Coquimbo, Chile",1722534114593,1724423393040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nheg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nheg&format=geojson,,,,,reviewed,0,271,us,6000nheg,",us6000nheg,",",us,",",origin,phase-data,",32.0,0.591,0.61,140.0,mb,earthquake,"M 4.2 - 58 km WNW of Coquimbo, Chile"
2.5,"20 km N of Skwentna, Alaska",1722533930571,1724423285040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249u7cv1m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249u7cv1m&format=geojson,,,,,automatic,0,96,ak,0249u7cv1m,",us6000nheb,ak0249u7cv1m,",",us,ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 2.5 - 20 km N of Skwentna, Alaska"
1.8,"26 km W of Volcano, Hawaii",1722533748200,1722533907650,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74378831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74378831&format=geojson,,,,,automatic,0,50,hv,74378831,",hv74378831,",",hv,",",origin,phase-data,",45.0,0.07375,0.189999998,43.0,ml,earthquake,"M 1.8 - 26 km W of Volcano, Hawaii"
1.95000005,"10 km SE of Volcano, Hawaii",1722532692420,1722532808590,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74378811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74378811&format=geojson,,,,,automatic,0,59,hv,74378811,",hv74378811,",",hv,",",origin,phase-data,",40.0,0.007265,0.289999992,77.0,md,earthquake,"M 2.0 - 10 km SE of Volcano, Hawaii"
2.16,"21 km ESE of Pāhala, Hawaii",1722532688310,1722533099780,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74378816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74378816&format=geojson,,,,,automatic,0,72,hv,74378816,",hv74378816,",",hv,",",origin,phase-data,",8.0,0.2755,0.330000013,294.0,ml,earthquake,"M 2.2 - 21 km ESE of Pāhala, Hawaii"
0.78,"13 km NE of Milford, Utah",1722532100800,1722535735390,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80077226,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80077226&format=geojson,,,,,reviewed,0,9,uu,80077226,",uu80077226,",",uu,",",origin,phase-data,",13.0,0.006763,0.11,83.0,md,earthquake,"M 0.8 - 13 km NE of Milford, Utah"
